team,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,PK,SoTA,Saves,Save%,CS,PKA,PKsv,PKm,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,xG.x,xGA,FK,xG.y,npxG,npxG/Sh,G-xG,np:G-xG,PSxG,PSxG+/-,Cmp,Att,Cmp%,Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Recov,Won,Lost,Won%
Korea Republic,2021-10-12,17:00,WCQ,Third round,Tue,Away,D,1,1,ir IR Iran,,"",Son Heung-min,4-1-4-1,Ahmed Al Kaf,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2021-11-11,20:00,WCQ,Third round,Thu,Home,W,1,0,ae UAE,,"30,152",Son Heung-min,4-1-4-1,Ma Ning,Match Report,"",1,"","","","","","",1,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2021-11-16,18:00,WCQ,Third round,Tue,Away,W,3,0,iq Iraq,,"",Son Heung-min,4-2-3-1,Ilgiz Tantashev,Match Report,"",3,"","","","","","",1,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-01-15,14:00,Friendlies (M),Friendlies (M),Sat,Neutral,W,5,1,is Iceland,,"",Kim Young-gwon,4-2-3-1,Ali Palabıyık,Match Report,"",5,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-01-21,14:00,Friendlies (M),Friendlies (M),Fri,Neutral,W,4,0,md Moldova,,"",Kim Young-gwon,4-2-3-1,Abdulkadir Bitigen,Match Report,"",4,"","","","","","",1,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-01-27,14:00,WCQ,Third round,Thu,Away,W,1,0,lb Lebanon,,"5,400",Kim Young-gwon,4-1-3-2,Ahmed Al Kaf,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-02-01,18:00,WCQ,Third round,Tue,Neutral,W,2,0,sy Syria,,310,Kim Young-gwon,4-1-3-2,Hiroyuki Kimura,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-03-24,20:00,WCQ,Third round,Thu,Home,W,2,0,ir IR Iran,,"64,375",Son Heung-min,4-1-4-1,Chris Beath,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-03-29,17:45,WCQ,Third round,Tue,Away,L,0,1,ae UAE,,"4,223",Son Heung-min,4-1-3-2,Ahmed Al Kaf,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-06-02,20:00,Friendlies (M),Friendlies (M),Thu,Home,L,1,5,br Brazil,,"64,872",Son Heung-min,4-1-4-1,Ryūji Satō,Match Report,"",1,"","","","","","",0,"","","",0,2,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-06-06,20:00,Friendlies (M),Friendlies (M),Mon,Home,W,2,0,cl Chile,,"40,135",Son Heung-min,4-4-1-1,Ryūji Satō,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-06-10,20:00,Friendlies (M),Friendlies (M),Fri,Home,D,2,2,py Paraguay,,"40,228",Son Heung-min,4-1-4-1,Jérémie Pignard,Match Report,"",2,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-06-14,20:00,Friendlies (M),Friendlies (M),Tue,Home,W,4,1,eg Egypt,,"59,712",Son Heung-min,4-1-4-1,Jérémie Pignard,Match Report,"",4,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-09-23,20:00,Friendlies (M),Friendlies (M),Fri,Home,D,2,2,cr Costa Rica,,"37,581",Son Heung-min,4-1-4-1,Alex King,Match Report,"",2,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-09-27,20:00,Friendlies (M),Friendlies (M),Tue,Home,W,1,0,cm Cameroon,,"",Son Heung-min,4-4-1-1,Alex King,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-11-24,16:00,World Cup,Group stage,Thu,Neutral,"",,,uy Uruguay,,"","","","",Head-to-Head,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-11-28,16:00,World Cup,Group stage,Mon,Neutral,"",,,gh Ghana,,"","","","",Head-to-Head,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea Republic,2022-12-02,18:00,World Cup,Group stage,Fri,Neutral,"",,,pt Portugal,,"","","","",Head-to-Head,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2010-09-03,20:45,Euro Qualifying,Group stage,Fri,Home,D,4,4,cy Cyprus,,"9,100",Ricardo Carvalho,,Mark Clattenburg,Match Report,"",4,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2010-09-07,20:30,Euro Qualifying,Group stage,Tue,Away,L,0,1,no Norway,,"24,535",Ricardo Carvalho,,Laurent Duhamel,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2010-10-08,20:45,Euro Qualifying,Group stage,Fri,Home,W,3,1,dk Denmark,,"27,117",Cristiano Ronaldo,,Eric Braamhaar,Match Report,"",3,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",1,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2010-10-12,18:45,Euro Qualifying,Group stage,Tue,Away,W,3,1,is Iceland,,"9,767",Cristiano Ronaldo,,Thomas Einwaller,Match Report,"",3,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2011-06-04,21:00,Euro Qualifying,Group stage,Sat,Home,W,1,0,no Norway,,"47,829",Cristiano Ronaldo,,Cüneyt Çakιr,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2011-09-02,21:45,Euro Qualifying,Group stage,Fri,Away,W,4,0,cy Cyprus,,"15,444",Cristiano Ronaldo,,Gianluca Rocchi,Match Report,"",4,"","","","","","",1,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2011-10-07,21:00,Euro Qualifying,Group stage,Fri,Home,W,5,3,is Iceland,,"35,715",Cristiano Ronaldo,,Bas Nijhuis,Match Report,"",5,"","","","","","",0,"","","",0,1,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2011-10-11,20:15,Euro Qualifying,Group stage,Tue,Away,L,1,2,dk Denmark,,"37,012",Cristiano Ronaldo,,Nicola Rizzoli,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2011-11-11,20:00,Euro Qualifying,Play-off Round,Fri,Away,D,0,0,ba Bosnia & Herz'na,,"12,352",Cristiano Ronaldo,,Howard Webb,Match Report,Leg 1 of 2,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2011-11-15,21:00,Euro Qualifying,Play-off Round,Tue,Home,W,6,2,ba Bosnia & Herz'na,,"47,728",Cristiano Ronaldo,,Wolfgang Stark,Match Report,Leg 2 of 2; Portugal won,6,"","","","","","",0,"","","",0,1,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-06-09,21:45,UEFA Euro,Group stage,Sat,Away,L,0,1,de Germany,,"32,990",Cristiano Ronaldo,,Stéphane Lannoy,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-06-13,19:00,UEFA Euro,Group stage,Wed,Away,W,3,2,dk Denmark,,"31,840",Cristiano Ronaldo,,Craig Thomson,Match Report,"",3,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-06-17,21:45,UEFA Euro,Group stage,Sun,Home,W,2,1,nl Netherlands,,"37,445",Cristiano Ronaldo,,Nicola Rizzoli,Match Report,"",2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-06-21,20:45,UEFA Euro,Quarter-finals,Thu,Away,W,1,0,cz Czech Republic,,"55,590",Cristiano Ronaldo,,Howard Webb,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-06-27,21:45,UEFA Euro,Semi-finals,Wed,Home,D,0 (2),0 (4),es Spain,,"48,000",Cristiano Ronaldo,,Cüneyt Çakιr,Match Report,Spain won on penalty kicks following extra time,0,"","","","","","",0,"","","",1,0,0,0,5,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-09-07,20:45,WCQ,First round,Fri,Away,W,2,1,lu Luxembourg,,"8,125",Cristiano Ronaldo,,Kristo Tohver,Match Report,"",2,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-09-11,20:15,WCQ,First round,Tue,Home,W,3,0,az Azerbaijan,,"29,971",Cristiano Ronaldo,,Szymon Marciniak,Match Report,"",3,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-10-12,19:00,WCQ,First round,Fri,Away,L,0,1,ru Russia,,"54,212",Cristiano Ronaldo,,Viktor Kassai,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-10-16,20:45,WCQ,First round,Tue,Home,D,1,1,nir Northern Ireland,,"48,711",Cristiano Ronaldo,,Thorsten Kinhöfer,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,"","",Friendlies (M),Friendlies (M),"",Neutral,W,1,0,mx Mexico,,"","","","",Match Report,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,"","",Friendlies (M),Friendlies (M),"",Home,D,0,0,gr Greece,,"","","","",Match Report,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-09-07,20:45,WCQ,First round,Fri,Away,W,2,1,lu Luxembourg,,"8,125",Cristiano Ronaldo,"",Kristo Tohver,Match Report,"",2,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-09-11,20:15,WCQ,First round,Tue,Home,W,3,0,az Azerbaijan,,"29,971",Cristiano Ronaldo,"",Szymon Marciniak,Match Report,"",3,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-10-12,19:00,WCQ,First round,Fri,Away,L,0,1,ru Russia,,"54,212",Cristiano Ronaldo,"",Viktor Kassai,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2012-10-16,20:45,WCQ,First round,Tue,Home,D,1,1,nir Northern Ireland,,"48,711",Cristiano Ronaldo,"",Thorsten Kinhöfer,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-03-22,14:45,WCQ,First round,Fri,Away,D,3,3,il Israel,,"38,600",Cristiano Ronaldo,"",Stéphane Lannoy,Match Report,"",3,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-03-26,21:00,WCQ,First round,Tue,Away,W,2,0,az Azerbaijan,,"30,000",Bruno Alves,"",Andre Marriner,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-06-07,20:45,WCQ,First round,Fri,Home,W,1,0,ru Russia,,"54,697",Cristiano Ronaldo,"",Damir Skomina,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-09-06,19:45,WCQ,First round,Fri,Away,W,4,2,nir Northern Ireland,,"13,629",Cristiano Ronaldo,"",Danny Makkelie,Match Report,"",4,"","","","","","",0,"","","",0,0,0,0,3,1,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-10-11,20:45,WCQ,First round,Fri,Home,D,1,1,il Israel,,"48,317",Cristiano Ronaldo,"",Tom Hagen,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-10-15,18:00,WCQ,First round,Tue,Home,W,3,0,lu Luxembourg,,"18,955",Nani,"",Bülent Yıldırım,Match Report,"",3,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-11-15,19:45,WCQ,Second round,Fri,Home,W,1,0,se Sweden,,"61,467",Cristiano Ronaldo,"",Nicola Rizzoli,Match Report,Leg 1 of 2,1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2013-11-19,20:45,WCQ,Second round,Tue,Away,W,3,2,se Sweden,,"49,766",Cristiano Ronaldo,"",Howard Webb,Match Report,Leg 2 of 2; Portugal won,3,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-03-05,20:45,Friendlies (M),Friendlies (M),Wed,Home,W,5,1,cm Cameroon,,"21,335",Cristiano Ronaldo,4-1-4-1,Andre Marriner,Match Report,"",5,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-06-10,19:45,Friendlies (M),Friendlies (M),Tue,Away,W,5,1,ie Rep. of Ireland,,"46,063",Cristiano Ronaldo,"",Baldomero Toledo,Match Report,"",4,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-06-16,13:00,FIFA World Cup,Group stage,Mon,Neutral,L,0,4,de Germany,46,"51,081","","",Milorad Mažić,Match Report,"",0,"","","","","","",0,9,"",66.7,0,1,0,0,1,1,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-06-22,18:00,FIFA World Cup,Group stage,Sun,Neutral,D,2,2,us United States,52,"40,123","","",Néstor Pitana,Match Report,"",2,"","","","","","",0,10,"",80.0,0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-06-26,13:00,FIFA World Cup,Group stage,Thu,Neutral,W,2,1,gh Ghana,54,"67,540","","",Nawaf Shukralla,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-09-07,19:45,Euro Qualifying,Group stage,Sun,Home,L,0,1,al Albania,60,"23,205",Nani,4-3-3,Ruddy Buquet,Match Report,"",0,19,5,26.3,0.00,0.00,"",0,2,1,50.0,0,0,0,0,1,0,0,9,12,3,42,4,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-10-11,20:45,Friendlies (M),Friendlies (M),Sat,Away,L,1,2,fr France,,"79,000",Cristiano Ronaldo,4-1-4-1,Szymon Marciniak,Match Report,"",1,"","","","","","",1,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-10-14,20:45,Euro Qualifying,Group stage,Tue,Away,W,1,0,dk Denmark,44,"36,562",Cristiano Ronaldo,4-3-1-2,Felix Brych,Match Report,"",1,11,5,45.5,0.09,0.20,"",0,0,0,"",1,0,0,0,1,0,0,15,15,5,16,15,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-11-14,19:45,Euro Qualifying,Group stage,Fri,Home,W,1,0,am Armenia,64,"20,000",Cristiano Ronaldo,4-4-2,Tasos Sidiropoulos,Match Report,"",1,30,5,16.7,0.03,0.20,"",0,6,6,100.0,1,0,0,0,5,0,0,16,16,2,35,18,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-11-18,19:45,Friendlies (M),Friendlies (M),Tue,Away,W,1,0,ar Argentina,,"41,233",Cristiano Ronaldo,4-2-3-1,Martin Atkinson,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-03-29,19:45,Euro Qualifying,Group stage,Sun,Home,W,2,1,rs Serbia,53,"58,430",Cristiano Ronaldo,4-3-3,Gianluca Rocchi,Match Report,,2,10,5,50.0,0.20,0.40,"",0,4,3,75.0,0,0,0,0,2,0,0,9,12,3,25,10,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-03-31,20:45,Friendlies (M),Friendlies (M),Tue,Home,L,0,2,cv Cape Verde,,"3,500","","",Ovidiu Hațegan,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,1,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-06-13,20:00,Euro Qualifying,Group stage,Sat,Away,W,3,2,am Armenia,46,"",Cristiano Ronaldo,4-3-3,Serge Gumienny,Match Report,,3,8,4,50.0,0.25,0.50,"",1,4,2,50.0,0,0,0,0,3,1,1,14,19,2,23,29,17,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-06-16,20:30,Friendlies (M),Friendlies (M),Tue,Away,W,1,0,it Italy,,"18,024",Bruno Alves,4-1-4-1,Stéphan Studer,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-09-04,19:45,Friendlies (M),Friendlies (M),Fri,Home,L,0,1,fr France,,"39,853",Cristiano Ronaldo,4-1-4-1,Danny Makkelie,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-09-07,20:45,Euro Qualifying,Group stage,Mon,Away,W,1,0,al Albania,52,"12,121",Cristiano Ronaldo,4-3-3,Jonas Eriksson,Match Report,,1,15,5,33.3,0.07,0.20,"",0,0,0,"",1,0,0,0,1,0,0,14,20,5,18,10,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-10-08,19:45,Euro Qualifying,Group stage,Thu,Home,W,1,0,dk Denmark,51,"29,860",Cristiano Ronaldo,4-5-1,Mark Clattenburg,Match Report,,1,17,7,41.2,0.06,0.14,"",0,4,4,100.0,1,0,0,0,2,0,0,10,12,3,30,7,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-10-11,18:00,Euro Qualifying,Group stage,Sun,Away,W,2,1,rs Serbia,40,"4,290",Nani,4-1-4-1,David Fernández,Match Report,,2,7,4,57.1,0.29,0.50,"",0,4,3,75.0,0,0,0,0,5,0,0,15,13,0,10,22,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-11-14,17:00,Friendlies (M),Friendlies (M),Sat,Away,L,0,1,ru Russia,,"32,000","","",Milorad Mažić,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-11-17,20:30,Friendlies (M),Friendlies (M),Tue,Away,W,2,0,lu Luxembourg,,"8,031","","",Tony Chapron,Match Report,,2,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-09-07,19:45,Euro Qualifying,Group stage,Sun,Home,L,0,1,al Albania,60,"23,205",Nani,4-3-3,Ruddy Buquet,Match Report,"",0,19,5,26.3,0.00,0.00,"",0,2,1,50.0,0,0,0,0,1,0,0,9,12,3,42,4,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-10-14,20:45,Euro Qualifying,Group stage,Tue,Away,W,1,0,dk Denmark,44,"36,562",Cristiano Ronaldo,4-3-1-2,Felix Brych,Match Report,"",1,11,5,45.5,0.09,0.20,"",0,0,0,"",1,0,0,0,1,0,0,15,15,5,16,15,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2014-11-14,19:45,Euro Qualifying,Group stage,Fri,Home,W,1,0,am Armenia,64,"20,000",Cristiano Ronaldo,4-4-2,Tasos Sidiropoulos,Match Report,"",1,30,5,16.7,0.03,0.20,"",0,6,6,100.0,1,0,0,0,5,0,0,16,16,2,35,18,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-03-29,19:45,Euro Qualifying,Group stage,Sun,Home,W,2,1,rs Serbia,53,"58,430",Cristiano Ronaldo,4-3-3,Gianluca Rocchi,Match Report,"",2,10,5,50.0,0.20,0.40,"",0,4,3,75.0,0,0,0,0,2,0,0,9,12,3,25,10,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-06-13,20:00,Euro Qualifying,Group stage,Sat,Away,W,3,2,am Armenia,46,"",Cristiano Ronaldo,4-3-3,Serge Gumienny,Match Report,"",3,8,4,50.0,0.25,0.50,"",1,4,2,50.0,0,0,0,0,3,1,1,14,19,2,23,29,17,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-09-07,20:45,Euro Qualifying,Group stage,Mon,Away,W,1,0,al Albania,52,"12,121",Cristiano Ronaldo,4-3-3,Jonas Eriksson,Match Report,"",1,15,5,33.3,0.07,0.20,"",0,0,0,"",1,0,0,0,1,0,0,14,20,5,18,10,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-10-08,19:45,Euro Qualifying,Group stage,Thu,Home,W,1,0,dk Denmark,51,"29,860",Cristiano Ronaldo,4-5-1,Mark Clattenburg,Match Report,"",1,17,7,41.2,0.06,0.14,"",0,4,4,100.0,1,0,0,0,2,0,0,10,12,3,30,7,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2015-10-11,18:00,Euro Qualifying,Group stage,Sun,Away,W,2,1,rs Serbia,40,"4,290",Nani,4-1-4-1,David Fernández,Match Report,"",2,7,4,57.1,0.29,0.50,"",0,4,3,75.0,0,0,0,0,5,0,0,15,13,0,10,22,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-03-25,20:45,Friendlies (M),Friendlies (M),Fri,Home,L,0,1,bg Bulgaria,,"19,355","","",Carlos Clos Gómez,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-03-29,19:45,Friendlies (M),Friendlies (M),Tue,Home,W,2,1,be Belgium,,"21,157",Cristiano Ronaldo,4-2-2-2,Stephan Klossner,Match Report,"",2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-05-29,20:45,Friendlies (M),Friendlies (M),Sun,Home,W,3,0,no Norway,,"30,000","","",Padraigh Sutton,Match Report,"",3,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-06-02,19:45,Friendlies (M),Friendlies (M),Thu,Away,L,0,1,eng England,,"82,503",Nani,4-2-2-2,Marco Guida,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,1,1,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-06-08,19:45,Friendlies (M),Friendlies (M),Wed,Home,W,7,0,ee Estonia,,"52,536",Cristiano Ronaldo,4-2-2-2,Bart Vertenten,Match Report,"",5,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-06-14,21:00,UEFA Euro,Group stage,Tue,Neutral,D,1,1,is Iceland,72,"38,742",Cristiano Ronaldo,4-3-1-2,Cüneyt Çakιr,Match Report,"",1,26,9,34.6,0.04,0.11,"",0,4,3,75.0,0,0,0,0,0,0,0,9,16,3,40,10,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-06-18,21:00,UEFA Euro,Group stage,Sat,Neutral,D,0,0,at Austria,59,"44,291",Cristiano Ronaldo,4-4-2,Nicola Rizzoli,Match Report,"",0,23,6,26.1,0.00,0.00,"",0,1,1,100.0,1,0,0,0,2,0,0,15,12,5,36,13,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-06-22,18:00,UEFA Euro,Group stage,Wed,Neutral,D,3,3,hu Hungary,63,"55,514",Cristiano Ronaldo,4-4-2,Martin Atkinson,Match Report,"",3,21,6,28.6,0.14,0.50,"",0,5,2,40.0,0,0,0,0,0,0,0,9,16,6,24,8,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2016-06-25,21:00,UEFA Euro,Round of 16,Sat,Neutral,W,1,0,hr Croatia,41,"33,523",Cristiano Ronaldo,4-4-2,Carlos Velasco,Match Report,Required Extra Time,1,6,2,33.3,0.17,0.50,"",0,1,1,100.0,1,0,0,0,1,0,0,28,12,1,20,26,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
